"Chat ID","Name","Contact Info","IP","Browser","Operating System","User Agent","Referrer","Widget","Department","Answerer","Timestamp","Wait Time (seconds)","Duration (seconds)","Screensharing","Rating (0-4)","Comment","User Field 1","User Field 2","User Field 3","Initial Question","Transfer History","Message Count","Internal Note","Transcript","Tags","Ticket ID","RA Transaction IDs"
"10140956","Patron","","134.53.235.209","Chrome (120.0.0.0)","Macintosh","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Barry Zaslow","2024-01-02 12:12:43","13","150","None","0","","Are you student/faculty/staff?: Staff","","","Hello, I hope things are well. I am curious if the Library has the ability to scan a large format sheet (~ 4 ft. x 3 ft.). We have some instrument manuals that have drawings we are attempting to convert into electronic format. If so, could you please let me know? Thanks.","","4","","12:16:43 - Barry Zaslow : Prof. Weeks: I'm not sure about this but you might contact the Makerspace at create@miamioh.edu as they have most of the latest technologies in the library spaces. We do have regular book scanners on most floors at King and at Art/Architecture although I don't think any are that large. Hope this helps.
12:17:17 - Patron : Hi Barry, thanks - this is very helpful. Have a great day.
12:18:16 - Barry Zaslow : You too. Some people may still be off for break but there should be staff monitoring that e-mail address. They are located on 3rd floor King and do appointments 9-5 weekdays in case you want to stop up and see what's there.
12:19:13 - Patron : Sounds great. Thanks again!
","","0","46999086"
"10141084","Patron","","69.135.79.133","Chrome (120.0.0.0)","Windows","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Barry Zaslow","2024-01-02 12:31:29","8","508","None","0","","Are you student/faculty/staff?: yes","","","i am looking for this book : HRM Core Concepts 1st Edition","","5","","12:31:52 - Barry Zaslow : Hello. Let me see what I can find for you. Please hold on.
12:32:04 - Patron : thank you
12:34:27 - Barry Zaslow : It looks like the 2020 edition is at one Ohio school and is available. If you go to the library home page <a href=""http://www.lib.miamioh.edu"" target=""_blank"">http://www.lib.miamioh.edu</a> then click on the OhioLINK blue line just below the search box you can put in the title HRM core concepts and it's the first match with a ""request item"" button. Does this make sense?
12:38:07 - Patron : so can I rent it ?
12:40:20 - Barry Zaslow : If you choose request item and put in your Miami credentials (unique ID/password), choose a pickup location, then they will try to get it from Sinclair Community College for you. Usually you can keep books for three weeks with renewals if no one else needs them.
","","0","46999949"
"10141208","Patron","","193.61.207.209","Chrome (120.0.0.0)","Windows","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://libguides.lib.miamioh.edu/APA_citation_guide/Print",".Slide-out (Proactive live)","Reference","Barry Zaslow","2024-01-02 12:49:01","14","160","None","4","","Are you student/faculty/staff?: student","","","APA 7th edition for websites","","3","","12:50:29 - Barry Zaslow : Hello Raf. If you go to Citation Resources on the library home page <a href=""http://www.lib.miamioh.edu"" target=""_blank"">http://www.lib.miamioh.edu</a> there is an APA section divided by type of material and it has examples for online/electronic. Does this help?
12:52:08 - Patron : yes thanks
12:53:09 - Barry Zaslow : Good to know. Have a great afternoon!
","","0","47000492"
"10141684","Patron","","86.137.155.116","Chrome (120.0.0.0)","Windows","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://libguides.lib.miamioh.edu/APA_citation_guide/Electronic",".Slide-out (Proactive live)","Reference","Barry Zaslow","2024-01-02 13:52:27","11","476","None","4","","Are you student/faculty/staff?: student","","","How do you in-text cite a presentation?","","9","","13:52:52 - Barry Zaslow : Can you tell me which style you are using?
13:53:10 - Patron : Thank you for your help, I am using APA 7th
13:54:32 - Barry Zaslow : Have you looked at the examples in the APA section of the Library Citation Resources on the home page <a href=""http://www.lib.miamioh.edu?"" target=""_blank"">http://www.lib.miamioh.edu?</a> Here is a link to the page on in-text citations: <a href=""https://libguides.lib.miamioh.edu/citation/apa_in-text_citations"" target=""_blank"">https://libguides.lib.miamioh.edu/citation/apa_in-text_citations</a>
13:55:59 - Patron : I have, I was just not sure if for a presentation it was different. I have not referenced a presentation before.
13:56:09 - Patron : Thanks again for your help though!
13:58:13 - Barry Zaslow : I'm not sure myself since I don't normally use APA. If you are on campus there are print copies of the 7th ed. at all the libraries either at the main desk or in the reference areas in BF 76.7 .P83 2020
14:00:37 - Patron : Perfect! I will take a look at a paper copy when I get a chance
14:00:44 - Patron : Have a great day!
14:00:48 - Barry Zaslow : You too!
","","0","47001323"
"10141821","Patron","","65.189.30.121","Chrome (120.0.0.0)","Macintosh","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Barry Zaslow","2024-01-02 14:14:26","15","370","None","0","","Are you student/faculty/staff?: faculty","","","Hi! Is it possible to get a few chapters from Statistics for the Terrified 6th edition put up so students who are waiting on the textbook to ship can use those chapters? Thank you!!","","6","","14:15:55 - Barry Zaslow : Prof. Hall: Thank you for this inquiry. Let me check on how this handled and I will report back in a few.
14:16:03 - Patron : Thank you!!
14:20:44 - Barry Zaslow : Unfortunately the only copy in our system which is at Hamilton is checked out. We could have it recalled but that could take up to an additional week before getting the chapters uploaded. Do you have a personal copy of this text? There is this LOLA service <a href=""https://www.lib.miamioh.edu/use/borrow/lola/"" target=""_blank"">https://www.lib.miamioh.edu/use/borrow/lola/</a> which I believe can accommodate personal copies although the best person to ask about this is Carla Myers, our Scholarly Communication expert at myersc2@miamioh.edu
14:21:26 - Patron : Perfect, thank you!! And the person who has it from Hamilton is probably in my class so that probably wouldn't help :-)
14:21:34 - Patron : Have a great day!!
14:22:05 - Barry Zaslow : Yes, and privacy laws prevent me from revealing the patron's name. Best wishes for the new year!
","","0","47001780"
"10142393","Patron","eatonja3@miamioh.edu","185.141.119.59","Firefox (121.0)","Windows","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Abigail Morgan","2024-01-02 15:33:12","8","47","None","4","","","","","Hi! Do you know what universities Miami uses as benchmarks? Thank you!","","3","","15:34:12 - Abigail Morgan : Hi, I believe it can be found somewhere on this website <a href=""https://miamioh.edu/oir/"" target=""_blank"">https://miamioh.edu/oir/</a> - maybe under IPEDS data?
15:34:51 - Patron : Excellent, thank you!
15:34:59 - Abigail Morgan : you're welcome!
","","0","47003582"
"10144024","Patron","","134.53.225.124","Firefox (121.0)","Linux","Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Kristen Adams","2024-01-03 10:14:01","7","631","None","0","","Are you student/faculty/staff?: Staff","","","Does the library still send books to campus mail boxes for faculty &amp; staff?","","5","","10:14:19 - Kristen Adams : I think so, let me check
10:14:54 - Kristen Adams : <a href=""https://www.lib.miamioh.edu/use/borrow/department-delivery/"" target=""_blank"">https://www.lib.miamioh.edu/use/borrow/department-delivery/</a>
10:15:21 - Kristen Adams : Yes, it look like we do
10:23:40 - Patron : awesome!
10:24:50 - Kristen Adams : glad to help
","","0","47008566"
"10144947","Patron","","50.5.184.17","Chrome (120.0.0.0)","Macintosh","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://www.lib.miamioh.edu/ask-email-form/",".Slide-out (Proactive live)","Reference","Jaclyn Spraetz","2024-01-03 12:45:33","4","76","None","0","","Are you student/faculty/staff?: Student","","","How do I access my New York Times student account? I am trying to read articles for class but am not able to access the articles, my professor said we have student accounts. Thanks!","","8","","12:45:56 - Jaclyn Spraetz : Hi Kayla! I will get this information for you! Hold on just a moment
12:46:00 - Patron : Thank oyu
12:46:02 - Patron : you
12:46:39 - Jaclyn Spraetz : Here is how you can set up your account: <a href=""https://libguides.lib.miamioh.edu/newspapers/nyt"" target=""_blank"">https://libguides.lib.miamioh.edu/newspapers/nyt</a>
12:46:47 - Patron : Thank you so much!
12:47:00 - Jaclyn Spraetz : You're welcome! Let me know if you have any questions about it! 
12:47:07 - Patron : Awesome! Have a great day!
12:47:12 - Jaclyn Spraetz : You too! 
","","0","47010844"
"10146013","Patron","","65.185.77.193","Chrome (120.0.0.0)","Macintosh","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Mark Dahlquist","2024-01-03 15:09:39","112","511","None","0","","Are you student/faculty/staff?: student","","","I've rented Photoshop from the Adobe Creative Cloud in the past, however I just tried to check it out again but whenever I try to access the app through my desktop it says my trial has expired. I just rented it today and it told me I have access today so I am unsure why it says my trial has expired.","","16","","15:11:54 - Mark Dahlquist : Hi thanks for this question. Hold on one moment please while I check on the status of this system.<br />
15:12:47 - Patron : ok
15:13:45 - Mark Dahlquist : When today did you check out Adobe CC?<br />
15:14:26 - Mark Dahlquist : (It can take 30 minutes or so to activate).<br />
15:14:26 - Patron : I checked it out at around 1:30 today
15:14:47 - Mark Dahlquist : Did you receive an email confirmation of your reservation?<br />
15:14:52 - Patron : I did
15:15:30 - Mark Dahlquist : Hmm. Hold on a moment, please.<br />
15:17:17 - Mark Dahlquist : Can I have your Miami email address please?<br />
15:17:35 - Patron : garnercs@miamioh.edu
15:18:12 - Mark Dahlquist : Thanks!<br />
15:18:25 - Mark Dahlquist : Checking on your request.<br />
15:19:15 - Patron : thanks
15:19:40 - Mark Dahlquist : Ok, it looks like you should be ok. I would recommend that you sign out of the adobe app and sign back in again.<br />
15:20:06 - Patron : Alright, sounds good. Thanks for the help
15:20:25 - Mark Dahlquist : You're welcome! Have a great afternoon.<br />
","","0","47013766"
"10147700","Patron","","108.52.15.246","Chrome (120.0.0.0)","Macintosh","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","http://127.0.0.1:5500/chatbot.html","chatbox-test","Chatbot-test","Meng Qu","2024-01-04 09:41:34","6","0","None","0","","","","","hi there","","0","","","","0",""
"10147703","Patron","","108.52.15.246","Chrome (120.0.0.0)","Macintosh","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","","chatbox-test","Chatbot-test","Meng Qu","2024-01-04 09:42:18","3","0","None","0","","","","","hellllllllo","","0","","","","0",""
"10149196","Patron","","65.189.26.25","Chrome (120.0.0.0)","Windows","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://www.lib.miamioh.edu/",".Slide-out (Proactive live)","Reference","Laura Birkenhauer","2024-01-04 13:55:23","8","234","None","0","","","","","Hello. I have some questions regarding publication of manuscripts in open access journals
 for Miami University.","","7","","13:55:38 - Laura Birkenhauer : Hello!
13:55:53 - Laura Birkenhauer : OK, tell me more about your questions and I'll see what I can do.
13:58:14 - Laura Birkenhauer : I'm not sure if you're still there, but the best person to direct your question to is Carla Myers. Carla is our Coordinator of Scholarly Communication. I'll share her contact information in a moment.
13:58:30 - Laura Birkenhauer : Phone: 513-529-3935
13:58:45 - Laura Birkenhauer : Email: myersc2@miamioh.edu 
13:59:22 - Patron : I am looking at a journal that says fees are waived for authors affiliated with institutions with Open access agreement for authors at eligible OhioLINK institutions.
13:59:32 - Patron : Thanks. I will contact her.
","","0","47022506"
"10152206","Patron","","134.53.237.233","Chrome (120.0.0.0)","Windows","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","https://eds.p.ebscohost.com/eds/ImportWidget/ImportWidgetContent?wdgtId=481614&amp;vid=0&amp;sid=5114cd54-2fe2-4078-a7f4-8ce1fd48a067@redis","EBSCO Chat","Reference","Barry Zaslow","2024-01-05 12:45:27","10","375","None","0","","","","","I need the following book, but it is not due back until June. It says it is available at the Hamilton Library. Can I have it sent here and how long does that take?                 
Selma’s Bloody Sunday: Protest, Voting Rights, and the Struggle for Racial Equality","","4","","12:45:52 - Barry Zaslow : Hi Emily. Let me check on this for you. Please hold on.
12:48:44 - Barry Zaslow : If you go to the library catalog (Books &amp; More) at <a href=""http://www.lib.miamioh.edu"" target=""_blank"">http://www.lib.miamioh.edu</a> and put in that title there should be one match with the two options (you may have to click ""show more"" to see the Hamilton one). There is a blue request item link where you put in your unique ID/password and ask them to send it to wherever you want it held. Since today is Friday they won't do anything till mid-day Monday, but it might get to Oxford in a day or two after that.
12:50:28 - Patron : Ok, thanks. I need it sooner than that. I'll prob buy the Kindle book.
12:52:07 - Barry Zaslow : If you have a car you could always drive over to Hamilton campus and get it yourself. They should be open till 5pm today
","","0","47031748"
